Title;Author;Channel_ID;URL;Video_ID;Language;Textfile_Original;Sentiment;Phrases;Keywords;Timestamp
TIME TO GET OUT! Condo Terminations RAMPING UP!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=SHiQilH1rdI;SHiQilH1rdI;;;;;;
The Mortgage Crisis CONTINUES!  Banks QUIT WRITING LOANS;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=i6lSW1EtkhM;i6lSW1EtkhM;;;;;;
Foreclosures Being DELAYEDAGAIN! INVENTORY ON THE RISE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=xKeNz3iSaVE;xKeNz3iSaVE;;;;;;
Everybodys In PANIC MODE!  Buyers BACKING OUT Sellers CUTTING PRICES;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=05WKSrsPRgo;05WKSrsPRgo;;;;;;
DISTURBING RISE of 40 Year Mortgages in the Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=sfjabNtTqq4;sfjabNtTqq4;;;;;;
MASSIVE Condo FIRESALE COMING! - Insurance and HOA Fees TOO HIGH!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=9nKHLM4-oik;9nKHLM4-oik;;;;;;
SUBSTANTIAL CHANGES COMING For 2024 Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=zVLTAr90xFw;zVLTAr90xFw;;;;;;
127 Billion in Student Loan Debt BEING CANCELED!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=HusVSMUL7WM;HusVSMUL7WM;;;;;;
EXPOSED! Homebuilders SECRETLY PAYING YOUR RENT Driving UP The Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=RKZHJAAqNsY;RKZHJAAqNsY;;;;;;
Retirement IS OVER! People Are GOING BROKE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Tw-82W62_Mc;Tw-82W62_Mc;;;;;;
People Have STOPPED PAYING THE MORTGAGE Foreclosures IMMINENT;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=WO0YPFPcOqc;WO0YPFPcOqc;;;;;;
Federal Reserve ISSUES NEW WARNING! - Household Debt EXPLODING;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=7B__B6nhyQo;7B__B6nhyQo;;;;;;
AFFORDABLE HOUSING CRISIS Just Got Worse...Manufactured Homes All Thats Left;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=cEftuOyc0uk;cEftuOyc0uk;;;;;;
This Housing Market IS FAKE! MORE FREE MONEY IS HERE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=PcSV5n34yOI;PcSV5n34yOI;;;;;;
Repo Crisis Begins GiveBackCar EXPLODES on Google Trends;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=s34FKQd7ERM;s34FKQd7ERM;;;;;;
DESPERATE Home Sellers OFFERING TO PAY Buyers Mortgages!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=4UBSIzN4ItY;4UBSIzN4ItY;;;;;;
Homeowners NOW BEING FORCED TO REFINANCE To 8 Mortgages;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=2iXOclQRjm4;2iXOclQRjm4;;;;;;
Homeowners REFUSING TO SELL THEIR HOMES...BUT WHY?;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=2qq0QDJQfUI;2qq0QDJQfUI;;;;;;
Sellers DONT WANT TO PAY! Realtors Will QUIT IN MASSES;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=lszzN11YC7c;lszzN11YC7c;;;;;;
Senior Citizens STRUGGLING TO KEEP THEIR HOMES;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=rnHfmqZz0pY;rnHfmqZz0pY;;;;;;
HOUSING MARKET IS UPSIDE DOWN! Now 52 CHEAPER TO RENT THAN BUY;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=OoQsHTt6NpU;OoQsHTt6NpU;;;;;;
Homebuyer and Realtor DESPERATION GETTING CRANKED UP TO 11;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=pFBofNB79uA;pFBofNB79uA;;;;;;
The Mortgage Crisis HAS BEGUN - They WANT THEIR MONEY BACK!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=1GUIrPubkbM;1GUIrPubkbM;;;;;;
NO HOUSING CRISIS New Home Sales Are SOARING!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=R1E333H41Wc;R1E333H41Wc;;;;;;
UH OH!  GDP SURGED 4.9 IN THE 3RD QUARTER!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=UfNarSeUIww;UfNarSeUIww;;;;;;
Homebuyers BACKING OUT OUT At Highest Rate EVER!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=qWsbmHTzX6w;qWsbmHTzX6w;;;;;;
Housing Market Predictions Continue TO BE WRONG;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=nb2GJbpHXnU;nb2GJbpHXnU;;;;;;
OUT OF CONTROL! Housing Expenses Getting RIDICULOUS!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Zugs-iCExaM;Zugs-iCExaM;;;;;;
Living Paycheck to Paycheck is BAD FOR THE ECONOMY;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=wp-aeMJrTSo;wp-aeMJrTSo;;;;;;
Housing Market 10 WARNING SIGNS of a Housing Crash YOU SHOULD WATCH FOR!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=BPb3sqn145E;BPb3sqn145E;;;;;;
Bank of America Issues NEW WARNING - Economic COLLAPSE is Beginning;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=exV1UnHDZkA;exV1UnHDZkA;;;;;;
They Are Doing EVERYTHING THEY CAN To SAVE This Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=PL6tTIUz1Ro;PL6tTIUz1Ro;;;;;;
PLEASE BUY BEFORE IT CRASHES!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=dUWsvdI6lEA;dUWsvdI6lEA;;;;;;
STOP STRESSING Over Buying a Home!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=wU8MAuYIdgs;wU8MAuYIdgs;;;;;;
This is HOW YOU KNOW THEYRE LYING;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=hh4cgq8ROv4;hh4cgq8ROv4;;;;;;
Housing Market - FORECLOSURES SURGE To Pre Pandemic Levels;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=WzXoYPgUErA;WzXoYPgUErA;;;;;;
Economy Predictions NO RECESSION, LOW INFLATION, FLAT UNEMPLOYMENT;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=RXLYrmHlwHo;RXLYrmHlwHo;;;;;;
Home Insurance CRISIS! It Will Be EXPENSIVE FOREVER!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=gRy0V1CDhYg;gRy0V1CDhYg;;;;;;
Your Home is NOT WORTH AS MUCH AS YOU THINK!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=yBDidNVFIIQ;yBDidNVFIIQ;;;;;;
Its TIME FOR ME TO GO...;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=X8nXpjNOnTE;X8nXpjNOnTE;;;;;;
Housing Market TO DROP 35  To Become AFFORDABLE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=hzxT91p1jjg;hzxT91p1jjg;;;;;;
Get Ready for DOUBLE DIGIT Mortgage Rates;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=IbV1987csUk;IbV1987csUk;;;;;;
Even OLD Mobile Homes SELLING FOR TOP DOLLAR?;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=FiePCkXtLOg;FiePCkXtLOg;;;;;;
6 Beliefs About Owning a Home That ARE PLAIN WRONG!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=S6w1tByzH3g;S6w1tByzH3g;;;;;;
Major Companies CHOOSING TO NOT PAY THEIR BILLS!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=nRbqZMrj6FM;nRbqZMrj6FM;;;;;;
Dont Worry THIS ISNT A HOUSING CRASH;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=5pHqPqK3nj0;5pHqPqK3nj0;;;;;;
Dollar Stores FLASH WARNING SIGNS Recession is HERE!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=tk6ETZGyYt8;tk6ETZGyYt8;;;;;;
The HOUSING CRISIS CONTINUES! Monthly House Payments Reach ALL TIME HIGH;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=jGb7XfjhF20;jGb7XfjhF20;;;;;;
6 Reasons NO ONE IS SELLING THEIR HOUSE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=c-T16VHK4EY;c-T16VHK4EY;;;;;;
This is HOW DISCONNECTED HOME PRICES ARE FROM WAGES;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=96R3LAtq-pk;96R3LAtq-pk;;;;;;
You Only Have A FEW DAYS LEFT TO RESPOND TO THIS LETTER!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=3evuOaqc_GM;3evuOaqc_GM;;;;;;
The PERFECT STORM For ECONOMIC COLLAPSE is HERE!Wealthion;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=c60KwPUg8Qc;c60KwPUg8Qc;;;;;;
Homebuyers Were SOLD ON A HUGE LIE THAT RUINED THEIR LIVES!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=ohhfvSgRcaQ;ohhfvSgRcaQ;;;;;;
People Now Spending 60 OF THEIR INCOME on HOUSE PAYMENTS;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=47REDdV51CU;47REDdV51CU;;;;;;
More Homebuyers Are CANCELING SALES at the Last Minute;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=wlG3PxSV6sQ;wlG3PxSV6sQ;;;;;;
Stock Market CRASH RECESSION WILL SINK S&P 500 by 40;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=zUIhss5qjDE;zUIhss5qjDE;;;;;;
Its WAY WORSE Than YOU THINK!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=W-RT0pQiWt4;W-RT0pQiWt4;;;;;;
Property Taxes, Insurance, Hoa Fees GETTING RIDICULOUS!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=XONlR33D5Hw;XONlR33D5Hw;;;;;;
Strategic Default on Student Loan Debt Will Have MAJOR CONSEQUENCES;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=STgDFurdkLs;STgDFurdkLs;;;;;;
Student Loan Payments Making Affordable Housing Crisis EVEN WORSE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=x1sERkLXeWM;x1sERkLXeWM;;;;;;
10 of Home Sales WILL BE FORCED Due To Remote Work;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=F6S5UeK-76c;F6S5UeK-76c;;;;;;
NO MONEY NO PROBLEM! 1 Down Mortgages ARE FINE! According To Lenders;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=shSETOU8h0g;shSETOU8h0g;;;;;;
CRUCIAL Housing Market TIPPING POINT Has Been Reached;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Xd6Bx_pauIk;Xd6Bx_pauIk;;;;;;
Insurance PROBLEMS ARE MOUNTING! HIGHER RATES, LESS COVERAGE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=KVI14eNXJHY;KVI14eNXJHY;;;;;;
Time to GET OUT! INVOLUNTARY Condo Terminations;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=kc9zr2OD3X0;kc9zr2OD3X0;;;;;;
Real Estate Investor Profits SHRINKING- Same Rents as 5 YEARS AGO!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=h0u7HwynE_4;h0u7HwynE_4;;;;;;
Cost of Living CRISIS! People ARE NOT MAKING ENOUGH MONEY PROOF!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Xh25WHqDguY;Xh25WHqDguY;;;;;;
They Want You To BUY GOING INTO A RECESSION...;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Hss4_wo8Dfw;Hss4_wo8Dfw;;;;;;
SAY GOODBYE! NO MORE Insurance Coverage For NATURAL DISASTERS;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=0i-rhRAKC9g;0i-rhRAKC9g;;;;;;
Home Buyers Only Care About ONE THING NOW...;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=0cxFAWNzFN8;0cxFAWNzFN8;;;;;;
The HIDDEN COST OF OWNING A HOME Its More Than You Think...;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=AwM9imu-qe0;AwM9imu-qe0;;;;;;
Credit Cards Being MAXED OUT And People Taking Personal Loans To Pay Them;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=RAFqHj3cV6w;RAFqHj3cV6w;;;;;;
Everyone is DONE With This Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=d-69474e0Uc;d-69474e0Uc;;;;;;
These 2 Expenses Are BANKRUPTING HOMEOWNERS;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=OEMjzAnxWiM;OEMjzAnxWiM;;;;;;
NO HOUSING MARKET CRASH COMING! So They Say...;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=heLGKYfq3zY;heLGKYfq3zY;;;;;;
HIGH Home Prices and HIGH Rates WILL RUIN THE ECONOMY;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=2faTnOktY2c;2faTnOktY2c;;;;;;
1 Mortgages Next NAIL IN THE COFFIN For Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=wpuNJAOY0-4;wpuNJAOY0-4;;;;;;
This Housing Market DOWNTURN Will Last a LONG TIME;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=3I3SARF0N4g;3I3SARF0N4g;;;;;;
The Next DESPERATE ATTEMPT To Save The Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=qQawMqS7YNk;qQawMqS7YNk;;;;;;
ALL THE Mortgage Rate Predictions WERE WRONG!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=8lkaRbMxsBU;8lkaRbMxsBU;;;;;;
Shoplifting Now SURGING to RECORD BREAKING LEVELS;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=JY4BXRxYq30;JY4BXRxYq30;;;;;;
AirBNB Owners Now CUTTING PRICES BY 50!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=J0dE6QpnFy4;J0dE6QpnFy4;;;;;;
THE HIDDEN TRUTH Why People Still Choose Buying Over Renting;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=gjHaLTpSqQg;gjHaLTpSqQg;;;;;;
9 Signs EVERYONE IS GOING BROKE RIGHT NOW!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=JXV8pWNB7so;JXV8pWNB7so;;;;;;
Housing Market is GETTING SO DESPERATE THAT;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=9-VqIZj6hVc;9-VqIZj6hVc;;;;;;
How Do People ACTUALLY AFFORD ANY OF THIS?;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=eap30fc_GXg;eap30fc_GXg;;;;;;
Even MOBILE HOMES Are No Longer AFFORDABLE;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=ljvUBdkYEWw;ljvUBdkYEWw;;;;;;
These Housing Market LIES ARE UNBELIEVABLE!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=AZAslc4tUrs;AZAslc4tUrs;;;;;;
The Housing Market is STUCK! Especially Here;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=DWBxQj34kNM;DWBxQj34kNM;;;;;;
TIME TO GET OUT!  Real Estate No Longer Profitable;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=pBt4lJq7kqo;pBt4lJq7kqo;;;;;;
Return To Office Mandates RAMPING UP As Productivity Plummets;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=b6JdmaUeuho;b6JdmaUeuho;;;;;;
People Are Borrowing MORE MONEY THAN EVER Against Their Homes;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Mzd-_VdP6SY;Mzd-_VdP6SY;;;;;;
4 Reasons THEY SAY You Need to BUY A HOUSE TODAY;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=1UzyO-LlovQ;1UzyO-LlovQ;;;;;;
Housing Market Forecast HOME PRICES and INVENTORY WILL DROP;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=hLroNeywe8g;hLroNeywe8g;;;;;;
Zillow and Redfin TAKING BIG LOSSES But Real Estate is FINE!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=sUEjWp1bZ-I;sUEjWp1bZ-I;;;;;;
REALITY CHECK! People ARE NOT MAKING ENOUGH MONEY To Keep Up;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=hHJyFBYpR38;hHJyFBYpR38;;;;;;
Youve Been WARNED!  Moving To Florida is TOO EXPENSIVE!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Ys2NuqYZVRg;Ys2NuqYZVRg;;;;;;
4 Signs ECONOMIC COLLAPSE is Right Around The Corner...;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=rQKJXnZABI8;rQKJXnZABI8;;;;;;
MASSIVE HOUSING INVENTORY Just Waiting To Be Released;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=CI15Y67wc-g;CI15Y67wc-g;;;;;;
ITS OVER! Home Prices Are DONE GOING UP;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=87Srmtfvteo;87Srmtfvteo;;;;;;
First Time Homebuyers OFFICIALLY PRICED OUT of the Housing Market;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=dGxkPUASRbA;dGxkPUASRbA;;;;;;
Something Is WRONG Household Debt Is Rising FASTER THAN EVER;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=DLmyvjxsCz0;DLmyvjxsCz0;;;;;;
People Now Spending HALF OF THEIR INCOME on HOUSE PAYMENTS;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=EAbIq6C75ZE;EAbIq6C75ZE;;;;;;
1 MILLION Remote Workers Facing BACK TO OFFICE Mandate;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=Oemn66Ybwqk;Oemn66Ybwqk;;;;;;
These Housing Market Predictions ARE A COMPLETE JOKE!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=i_F52oskqfI;i_F52oskqfI;;;;;;
FED Issues NEW WARNING SURGE In Credit Application REJECTIONS;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=XTeI7wuuyow;XTeI7wuuyow;;;;;;
The BIGGEST Housing Market LIE Being Told Right Now;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=TSgPukeHzeI;TSgPukeHzeI;;;;;;
HIGH Mortgage Rates Are CHANGING The Housing Market FOREVER;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=1vX9t8TUiTE;1vX9t8TUiTE;;;;;;
FORECLOSURES RAMPING BACK UP To Pre Pandemic Levels;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=YlNShqCGLB4;YlNShqCGLB4;;;;;;
20 of People ARE GIVING UP! No Home Purchase in Their Future;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=FeY4qf96d9I;FeY4qf96d9I;;;;;;
The Rising Cost of EVERYTHING WILL WIPE US OUT!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=szhcyBDyXnE;szhcyBDyXnE;;;;;;
Housing CRISIS Un-Affordablity Will BRING IT DOWN;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=s5eX-44rILE;s5eX-44rILE;;;;;;
Get Ready For MORE DEBT FORGIVENESS!;Michael Bordenaro;UCdxGqN9_aBisOJHzIRTGLfg;https://www.youtube.com/watch?v=qSZrFlPJAyo;qSZrFlPJAyo;;;;;;
